GP_ID,GP_Name,Block,District,State,Overall_PAI_Score,Overall_Grade,Overall_Category,T1_Poverty_Free_Score,T1_Poverty_Free_Grade,T1_Poverty_Free_Category,T2_Healthy_Score,T2_Healthy_Grade,T2_Healthy_Category,T3_Child_Friendly_Score,T3_Child_Friendly_Grade,T3_Child_Friendly_Category,T4_Water_Sufficient_Score,T4_Water_Sufficient_Grade,T4_Water_Sufficient_Category,T5_Clean_Green_Score,T5_Clean_Green_Grade,T5_Clean_Green_Category,T6_Self_Sufficient_Score,T6_Self_Sufficient_Grade,T6_Self_Sufficient_Category,T7_Socially_Just_Score,T7_Socially_Just_Grade,T7_Socially_Just_Category,T8_Good_Governance_Score,T8_Good_Governance_Grade,T8_Good_Governance_Category,T9_Women_Friendly_Score,T9_Women_Friendly_Grade,T9_Women_Friendly_Category
10671,Amar Garh,Goniana [7333],Bathinda,Punjab,49.58,C,Aspirant,71.98,B,Performer,83.62,A,Front Runner,51.15,C,Aspirant,56.93,C,Aspirant,32.78,D,Beginner,33.33,D,Beginner,74.85,B,Performer,25.16,D,Beginner,50.16,C,Aspirant
10670,Aklia Khurd,Goniana [7333],Bathinda,Punjab,49.02,C,Aspirant,69.89,B,Performer,80.22,A,Front Runner,66.39,B,Performer,48.89,C,Aspirant,34.42,D,Beginner,41.11,C,Aspirant,66.84,B,Performer,15.47,D,Beginner,61.4,B,Performer
235956,Kothe Inder Singh,Goniana [7333],Bathinda,Punjab,48.28,C,Aspirant,41.76,C,Aspirant,75.83,A,Front Runner,54.0,C,Aspirant,46.67,C,Aspirant,47.78,C,Aspirant,30.0,D,Beginner,68.27,B,Performer,28.31,D,Beginner,64.44,B,Performer
10689,Ganga,Goniana [7333],Bathinda,Punjab,48.27,C,Aspirant,73.3,B,Performer,85.25,A,Front Runner,64.44,B,Performer,57.98,C,Aspirant,28.69,D,Beginner,26.11,D,Beginner,81.64,A,Front Runner,16.17,D,Beginner,61.63,B,Performer
235955,Kothe Natha Singh,Goniana [7333],Bathinda,Punjab,48.06,C,Aspirant,50.61,C,Aspirant,75.03,A,Front Runner,74.44,B,Performer,40.0,C,Aspirant,30.92,D,Beginner,38.13,D,Beginner,70.63,B,Performer,32.17,D,Beginner,45.15,C,Aspirant
277574,Bhokhra Khurd,Goniana [7333],Bathinda,Punjab,47.69,C,Aspirant,69.24,B,Performer,88.72,A,Front Runner,59.17,C,Aspirant,59.62,C,Aspirant,33.45,D,Beginner,26.67,D,Beginner,83.73,A,Front Runner,16.09,D,Beginner,49.01,C,Aspirant
10687,Dan Singh Wala,Goniana [7333],Bathinda,Punjab,46.88,C,Aspirant,67.49,B,Performer,65.55,B,Performer,45.32,C,Aspirant,62.43,B,Performer,40.86,C,Aspirant,25.63,D,Beginner,78.59,A,Front Runner,16.2,D,Beginner,65.52,B,Performer
10678,Barkandi,Goniana [7333],Bathinda,Punjab,46.39,C,Aspirant,53.2,C,Aspirant,68.46,B,Performer,72.5,B,Performer,64.6,B,Performer,51.53,C,Aspirant,27.78,D,Beginner,70.06,B,Performer,15.85,D,Beginner,36.73,D,Beginner
10738,Maisar Khana,Maur [228],Bathinda,Punjab,60.17,B,Performer,72.19,B,Performer,71.11,B,Performer,58.92,C,Aspirant,54.99,C,Aspirant,37.25,D,Beginner,61.67,B,Performer,75.12,A,Front Runner,69.09,B,Performer,52.16,C,Aspirant
10732,Jodhpur Pakhar,Maur [228],Bathinda,Punjab,60.03,B,Performer,75.72,A,Front Runner,79.36,A,Front Runner,66.66,B,Performer,56.02,C,Aspirant,35.85,D,Beginner,51.85,C,Aspirant,73.88,B,Performer,54.84,C,Aspirant,59.93,C,Aspirant
10741,Mari,Maur [228],Bathinda,Punjab,60.02,B,Performer,70.24,B,Performer,80.52,A,Front Runner,82.31,A,Front Runner,52.61,C,Aspirant,35.23,D,Beginner,57.78,C,Aspirant,66.65,B,Performer,64.04,B,Performer,47.5,C,Aspirant
10744,Raikhana,Maur [228],Bathinda,Punjab,60.0,B,Performer,71.38,B,Performer,66.22,B,Performer,82.05,A,Front Runner,53.92,C,Aspirant,35.58,D,Beginner,60.56,B,Performer,72.92,B,Performer,57.82,C,Aspirant,53.08,C,Aspirant
10722,Bhai Bakhtaur,Maur [228],Bathinda,Punjab,59.54,C,Aspirant,72.67,B,Performer,66.93,B,Performer,75.27,A,Front Runner,56.43,C,Aspirant,39.14,D,Beginner,63.7,B,Performer,73.95,B,Performer,46.34,C,Aspirant,53.24,C,Aspirant
10729,Ghaso Khana,Maur [228],Bathinda,Punjab,59.48,C,Aspirant,67.91,B,Performer,79.35,A,Front Runner,79.25,A,Front Runner,55.19,C,Aspirant,38.3,D,Beginner,57.78,C,Aspirant,74.57,B,Performer,46.39,C,Aspirant,51.61,C,Aspirant
10730,Ghuman Kalan,Maur [228],Bathinda,Punjab,59.33,C,Aspirant,73.47,B,Performer,67.03,B,Performer,79.58,A,Front Runner,55.17,C,Aspirant,37.63,D,Beginner,54.07,C,Aspirant,73.91,B,Performer,56.44,C,Aspirant,49.63,C,Aspirant
10727,Dhan Singh Khana,Maur [228],Bathinda,Punjab,59.01,C,Aspirant,72.72,B,Performer,72.29,B,Performer,59.27,C,Aspirant,63.96,B,Performer,35.28,D,Beginner,52.22,C,Aspirant,74.57,B,Performer,60.03,B,Performer,52.78,C,Aspirant
10750,Bagair Mohabatsingh,Maur [228],Bathinda,Punjab,58.74,C,Aspirant,69.76,B,Performer,81.68,A,Front Runner,71.16,B,Performer,52.27,C,Aspirant,33.52,D,Beginner,52.22,C,Aspirant,67.22,B,Performer,64.81,B,Performer,51.53,C,Aspirant
10739,Manak Khana,Maur [228],Bathinda,Punjab,58.61,C,Aspirant,71.19,B,Performer,74.1,B,Performer,73.19,B,Performer,53.68,C,Aspirant,34.68,D,Beginner,52.22,C,Aspirant,71.29,B,Performer,68.06,B,Performer,44.78,C,Aspirant
10723,Burj,Maur [228],Bathinda,Punjab,58.4,C,Aspirant,69.24,B,Performer,73.01,B,Performer,51.35,C,Aspirant,54.47,C,Aspirant,56.09,C,Aspirant,43.53,C,Aspirant,76.89,A,Front Runner,54.74,C,Aspirant,54.42,C,Aspirant
10752,Sukha Singh Wala,Maur [228],Bathinda,Punjab,58.34,C,Aspirant,63.92,B,Performer,65.35,B,Performer,62.99,B,Performer,53.77,C,Aspirant,35.48,D,Beginner,68.89,B,Performer,68.29,B,Performer,68.94,B,Performer,48.11,C,Aspirant
10734,Kot Bhara,Maur [228],Bathinda,Punjab,58.19,C,Aspirant,70.65,B,Performer,70.06,B,Performer,66.85,B,Performer,54.32,C,Aspirant,36.27,D,Beginner,57.78,C,Aspirant,78.8,A,Front Runner,48.11,C,Aspirant,53.57,C,Aspirant
10724,Burj Sema,Maur [228],Bathinda,Punjab,58.07,C,Aspirant,64.32,B,Performer,76.59,A,Front Runner,77.89,A,Front Runner,53.56,C,Aspirant,34.8,D,Beginner,46.67,C,Aspirant,68.31,B,Performer,56.64,C,Aspirant,58.17,C,Aspirant
10748,Sandoha,Maur [228],Bathinda,Punjab,57.91,C,Aspirant,73.37,B,Performer,65.5,B,Performer,60.88,B,Performer,55.72,C,Aspirant,38.25,D,Beginner,61.67,B,Performer,73.22,B,Performer,54.61,C,Aspirant,47.63,C,Aspirant
10740,Mansa Kalan,Maur [228],Bathinda,Punjab,57.43,C,Aspirant,65.1,B,Performer,81.77,A,Front Runner,60.74,B,Performer,51.49,C,Aspirant,32.92,D,Beginner,52.22,C,Aspirant,74.29,B,Performer,62.38,B,Performer,51.22,C,Aspirant
10742,Maur Charat Singh,Maur [228],Bathinda,Punjab,56.87,C,Aspirant,70.46,B,Performer,71.87,B,Performer,52.55,C,Aspirant,56.46,C,Aspirant,44.83,C,Aspirant,46.67,C,Aspirant,72.84,B,Performer,57.83,C,Aspirant,46.96,C,Aspirant
10749,Bagair Charat Singh,Maur [228],Bathinda,Punjab,56.66,C,Aspirant,62.82,B,Performer,68.02,B,Performer,47.16,C,Aspirant,54.95,C,Aspirant,57.98,C,Aspirant,49.44,C,Aspirant,72.63,B,Performer,50.56,C,Aspirant,51.62,C,Aspirant
10753,Thaman Garh,Maur [228],Bathinda,Punjab,56.32,C,Aspirant,69.21,B,Performer,74.51,B,Performer,60.95,B,Performer,53.85,C,Aspirant,35.37,D,Beginner,37.65,D,Beginner,81.74,A,Front Runner,54.45,C,Aspirant,56.79,C,Aspirant
10745,Rajgarh Kube,Maur [228],Bathinda,Punjab,56.25,C,Aspirant,60.89,B,Performer,68.86,B,Performer,63.66,B,Performer,58.32,C,Aspirant,37.38,D,Beginner,57.65,C,Aspirant,67.54,B,Performer,46.33,C,Aspirant,53.72,C,Aspirant
10737,Kutiwal Khurd,Maur [228],Bathinda,Punjab,56.17,C,Aspirant,71.53,B,Performer,76.7,A,Front Runner,72.11,B,Performer,50.77,C,Aspirant,31.37,D,Beginner,46.67,C,Aspirant,76.96,A,Front Runner,51.55,C,Aspirant,47.74,C,Aspirant
10746,Ramgarh Bhunder,Maur [228],Bathinda,Punjab,56.07,C,Aspirant,71.86,B,Performer,78.58,A,Front Runner,53.85,C,Aspirant,56.24,C,Aspirant,38.23,D,Beginner,41.67,C,Aspirant,75.04,A,Front Runner,58.61,C,Aspirant,45.7,C,Aspirant
10747,Ramnagar,Maur [228],Bathinda,Punjab,56.04,C,Aspirant,70.05,B,Performer,68.2,B,Performer,67.36,B,Performer,51.82,C,Aspirant,33.27,D,Beginner,49.44,C,Aspirant,71.39,B,Performer,54.63,C,Aspirant,50.92,C,Aspirant
10728,Gehri Bara Singh,Maur [228],Bathinda,Punjab,55.95,C,Aspirant,70.59,B,Performer,76.49,A,Front Runner,65.8,B,Performer,48.92,C,Aspirant,34.43,D,Beginner,47.22,C,Aspirant,76.25,A,Front Runner,47.83,C,Aspirant,52.15,C,Aspirant
10725,Chanarthal,Maur [228],Bathinda,Punjab,55.93,C,Aspirant,72.01,B,Performer,64.63,B,Performer,64.54,B,Performer,53.73,C,Aspirant,33.04,D,Beginner,54.07,C,Aspirant,71.86,B,Performer,62.88,B,Performer,41.12,C,Aspirant
10754,Yatri,Maur [228],Bathinda,Punjab,55.56,C,Aspirant,64.49,B,Performer,79.96,A,Front Runner,64.97,B,Performer,52.66,C,Aspirant,33.71,D,Beginner,44.44,C,Aspirant,74.48,B,Performer,46.56,C,Aspirant,55.08,C,Aspirant
235942,Tahla Sahib,Maur [228],Bathinda,Punjab,54.19,C,Aspirant,66.73,B,Performer,64.53,B,Performer,63.35,B,Performer,49.81,C,Aspirant,41.79,C,Aspirant,38.24,D,Beginner,70.24,B,Performer,49.13,C,Aspirant,53.82,C,Aspirant
10736,Kutiwal Kalan,Maur [228],Bathinda,Punjab,53.41,C,Aspirant,66.84,B,Performer,70.31,B,Performer,57.93,C,Aspirant,54.14,C,Aspirant,39.52,D,Beginner,36.11,D,Beginner,65.51,B,Performer,54.6,C,Aspirant,46.97,C,Aspirant
10751,Sawaich,Maur [228],Bathinda,Punjab,53.3,C,Aspirant,67.39,B,Performer,73.33,B,Performer,59.23,C,Aspirant,51.58,C,Aspirant,33.19,D,Beginner,52.22,C,Aspirant,74.11,B,Performer,38.33,D,Beginner,46.74,C,Aspirant
10735,Kotli Khurd,Maur [228],Bathinda,Punjab,53.3,C,Aspirant,61.73,B,Performer,65.18,B,Performer,57.39,C,Aspirant,55.17,C,Aspirant,37.38,D,Beginner,41.11,C,Aspirant,67.65,B,Performer,47.24,C,Aspirant,55.5,C,Aspirant
10733,Kamalu Sawaich,Maur [228],Bathinda,Punjab,52.77,C,Aspirant,62.23,B,Performer,77.21,A,Front Runner,58.21,C,Aspirant,51.34,C,Aspirant,32.69,D,Beginner,43.89,C,Aspirant,69.44,B,Performer,39.21,D,Beginner,56.6,C,Aspirant
10731,Ghuman Khurd,Maur [228],Bathinda,Punjab,51.99,C,Aspirant,62.64,B,Performer,69.02,B,Performer,59.13,C,Aspirant,52.95,C,Aspirant,33.58,D,Beginner,44.44,C,Aspirant,72.99,B,Performer,42.33,C,Aspirant,44.46,C,Aspirant
10755,Bajoana,Nathana [229],Bathinda,Punjab,63.49,B,Performer,65.86,B,Performer,84.53,A,Front Runner,69.15,B,Performer,51.77,C,Aspirant,54.58,C,Aspirant,58.35,C,Aspirant,77.92,A,Front Runner,64.26,B,Performer,52.71,C,Aspirant
10769,Gobindpura,Nathana [229],Bathinda,Punjab,62.16,B,Performer,70.09,B,Performer,82.06,A,Front Runner,56.22,C,Aspirant,62.0,B,Performer,57.61,C,Aspirant,46.26,C,Aspirant,71.04,B,Performer,56.08,C,Aspirant,65.07,B,Performer
10783,Poohli,Nathana [229],Bathinda,Punjab,61.22,B,Performer,62.37,B,Performer,89.67,A,Front Runner,84.0,A,Front Runner,52.81,C,Aspirant,41.69,C,Aspirant,45.59,C,Aspirant,72.38,B,Performer,60.21,B,Performer,58.8,C,Aspirant
10759,Bhucho Khurd,Nathana [229],Bathinda,Punjab,59.19,C,Aspirant,64.78,B,Performer,82.04,A,Front Runner,62.78,B,Performer,55.33,C,Aspirant,58.93,C,Aspirant,41.68,C,Aspirant,70.12,B,Performer,49.04,C,Aspirant,57.19,C,Aspirant
235933,Harrang Pura,Nathana [229],Bathinda,Punjab,58.34,C,Aspirant,63.46,B,Performer,80.24,A,Front Runner,72.64,B,Performer,52.55,C,Aspirant,54.46,C,Aspirant,29.21,D,Beginner,77.79,A,Front Runner,53.36,C,Aspirant,60.98,B,Performer
10761,Burj Dalla,Nathana [229],Bathinda,Punjab,58.08,C,Aspirant,65.31,B,Performer,89.01,A,Front Runner,67.59,B,Performer,53.64,C,Aspirant,49.31,C,Aspirant,33.33,D,Beginner,77.48,A,Front Runner,56.09,C,Aspirant,49.93,C,Aspirant
10785,Tung Wali,Nathana [229],Bathinda,Punjab,58.04,C,Aspirant,67.01,B,Performer,66.22,B,Performer,53.01,C,Aspirant,55.42,C,Aspirant,54.44,C,Aspirant,43.55,C,Aspirant,76.35,A,Front Runner,49.18,C,Aspirant,64.44,B,Performer
10760,Bibi Wala,Nathana [229],Bathinda,Punjab,57.7,C,Aspirant,65.38,B,Performer,86.57,A,Front Runner,68.44,B,Performer,54.36,C,Aspirant,48.0,C,Aspirant,27.79,D,Beginner,77.35,A,Front Runner,56.26,C,Aspirant,58.04,C,Aspirant
10757,Bhaini,Nathana [229],Bathinda,Punjab,57.31,C,Aspirant,59.92,C,Aspirant,77.27,A,Front Runner,83.17,A,Front Runner,58.85,C,Aspirant,43.4,C,Aspirant,37.42,D,Beginner,73.1,B,Performer,49.03,C,Aspirant,50.58,C,Aspirant
10758,Bhucho Kalan,Nathana [229],Bathinda,Punjab,56.9,C,Aspirant,71.45,B,Performer,71.23,B,Performer,63.89,B,Performer,46.81,C,Aspirant,38.84,D,Beginner,44.58,C,Aspirant,69.57,B,Performer,64.31,B,Performer,53.05,C,Aspirant
10782,Poohla,Nathana [229],Bathinda,Punjab,56.81,C,Aspirant,56.61,C,Aspirant,81.2,A,Front Runner,67.33,B,Performer,54.97,C,Aspirant,45.14,C,Aspirant,36.86,D,Beginner,73.25,B,Performer,60.24,B,Performer,49.31,C,Aspirant
10772,Kalyan Sadda,Nathana [229],Bathinda,Punjab,56.48,C,Aspirant,56.56,C,Aspirant,85.61,A,Front Runner,68.54,B,Performer,52.06,C,Aspirant,48.69,C,Aspirant,25.5,D,Beginner,74.72,B,Performer,59.57,C,Aspirant,61.23,B,Performer
235934,Kothe Gobind Nagar,Nathana [229],Bathinda,Punjab,55.61,C,Aspirant,70.59,B,Performer,85.61,A,Front Runner,60.89,B,Performer,53.03,C,Aspirant,53.91,C,Aspirant,21.26,D,Beginner,77.37,A,Front Runner,44.78,C,Aspirant,65.69,B,Performer
10770,Joga Nand,Nathana [229],Bathinda,Punjab,55.56,C,Aspirant,67.07,B,Performer,86.98,A,Front Runner,68.11,B,Performer,57.53,C,Aspirant,58.1,C,Aspirant,31.15,D,Beginner,81.12,A,Front Runner,28.23,D,Beginner,53.22,C,Aspirant
277612,Dhan Dhan Baba Saggu Singh Nagar,Nathana [229],Bathinda,Punjab,55.37,C,Aspirant,64.83,B,Performer,77.43,A,Front Runner,67.88,B,Performer,54.29,C,Aspirant,54.29,C,Aspirant,24.12,D,Beginner,80.72,A,Front Runner,49.05,C,Aspirant,50.98,C,Aspirant
10766,Dhelwan,Nathana [229],Bathinda,Punjab,55.25,C,Aspirant,64.69,B,Performer,78.75,A,Front Runner,70.2,B,Performer,57.23,C,Aspirant,46.31,C,Aspirant,41.71,C,Aspirant,76.66,A,Front Runner,32.32,D,Beginner,49.01,C,Aspirant
10779,Mari,Nathana [229],Bathinda,Punjab,55.21,C,Aspirant,64.83,B,Performer,78.64,A,Front Runner,58.28,C,Aspirant,54.44,C,Aspirant,46.17,C,Aspirant,35.58,D,Beginner,76.62,A,Front Runner,49.47,C,Aspirant,47.33,C,Aspirant
10780,Nath Pura,Nathana [229],Bathinda,Punjab,54.79,C,Aspirant,58.43,C,Aspirant,83.71,A,Front Runner,58.41,C,Aspirant,51.85,C,Aspirant,41.4,C,Aspirant,44.45,C,Aspirant,64.6,B,Performer,59.97,C,Aspirant,42.13,C,Aspirant
10771,Kalyan Malka,Nathana [229],Bathinda,Punjab,54.76,C,Aspirant,59.26,C,Aspirant,87.89,A,Front Runner,61.59,B,Performer,52.68,C,Aspirant,49.74,C,Aspirant,27.79,D,Beginner,73.61,B,Performer,59.57,C,Aspirant,43.2,C,Aspirant
10773,Kalyan Sukha,Nathana [229],Bathinda,Punjab,54.43,C,Aspirant,56.21,C,Aspirant,83.81,A,Front Runner,54.0,C,Aspirant,54.79,C,Aspirant,44.36,C,Aspirant,31.26,D,Beginner,71.56,B,Performer,51.94,C,Aspirant,58.34,C,Aspirant
10762,Burj Kahan Singh Wala,Nathana [229],Bathinda,Punjab,54.36,C,Aspirant,70.3,B,Performer,88.79,A,Front Runner,74.0,B,Performer,57.96,C,Aspirant,46.73,C,Aspirant,25.07,D,Beginner,82.37,A,Front Runner,24.78,D,Beginner,64.7,B,Performer
277614,Shaheed Baba Jiwan Singh Nagar,Nathana [229],Bathinda,Punjab,53.95,C,Aspirant,71.4,B,Performer,79.7,A,Front Runner,66.29,B,Performer,54.87,C,Aspirant,42.62,C,Aspirant,27.1,D,Beginner,82.0,A,Front Runner,32.23,D,Beginner,61.29,B,Performer
10763,Chak Bakhtu,Nathana [229],Bathinda,Punjab,53.28,C,Aspirant,69.35,B,Performer,76.41,A,Front Runner,74.38,B,Performer,62.21,B,Performer,33.98,D,Beginner,33.37,D,Beginner,78.03,A,Front Runner,27.96,D,Beginner,57.05,C,Aspirant
277613,Dashmesh Nagar,Nathana [229],Bathinda,Punjab,53.1,C,Aspirant,53.27,C,Aspirant,79.39,A,Front Runner,50.54,C,Aspirant,48.97,C,Aspirant,55.43,C,Aspirant,26.92,D,Beginner,73.58,B,Performer,53.07,C,Aspirant,55.05,C,Aspirant
243907,Kartar Pur Thande,Nathana [229],Bathinda,Punjab,51.96,C,Aspirant,56.93,C,Aspirant,78.82,A,Front Runner,66.55,B,Performer,57.94,C,Aspirant,50.69,C,Aspirant,19.42,D,Beginner,78.04,A,Front Runner,33.11,D,Beginner,62.69,B,Performer
10768,Giddar,Nathana [229],Bathinda,Punjab,51.95,C,Aspirant,64.37,B,Performer,75.95,A,Front Runner,73.53,B,Performer,51.5,C,Aspirant,27.29,D,Beginner,27.79,D,Beginner,77.03,A,Front Runner,48.12,C,Aspirant,52.94,C,Aspirant
10767,Ganga,Nathana [229],Bathinda,Punjab,51.1,C,Aspirant,69.21,B,Performer,82.45,A,Front Runner,56.16,C,Aspirant,55.65,C,Aspirant,51.22,C,Aspirant,21.89,D,Beginner,78.95,A,Front Runner,27.48,D,Beginner,54.8,C,Aspirant
10774,Lehra Bega,Nathana [229],Bathinda,Punjab,49.37,C,Aspirant,62.82,B,Performer,81.54,A,Front Runner,56.28,C,Aspirant,58.67,C,Aspirant,34.73,D,Beginner,24.66,D,Beginner,75.07,A,Front Runner,28.13,D,Beginner,56.94,C,Aspirant
10778,Lehra Sondha,Nathana [229],Bathinda,Punjab,49.22,C,Aspirant,62.96,B,Performer,58.65,C,Aspirant,62.04,B,Performer,54.73,C,Aspirant,30.22,D,Beginner,35.59,D,Beginner,78.26,A,Front Runner,33.64,D,Beginner,47.79,C,Aspirant
10765,Chak Ram Singh Wala,Nathana [229],Bathinda,Punjab,49.14,C,Aspirant,64.38,B,Performer,78.01,A,Front Runner,63.19,B,Performer,55.46,C,Aspirant,43.01,C,Aspirant,26.15,D,Beginner,67.6,B,Performer,24.2,D,Beginner,51.59,C,Aspirant
10775,Lehra Dhurkot,Nathana [229],Bathinda,Punjab,48.55,C,Aspirant,57.64,C,Aspirant,73.81,B,Performer,61.66,B,Performer,52.87,C,Aspirant,27.26,D,Beginner,36.14,D,Beginner,74.95,B,Performer,28.06,D,Beginner,52.19,C,Aspirant
10756,Bath,Nathana [229],Bathinda,Punjab,47.89,C,Aspirant,53.38,C,Aspirant,74.13,B,Performer,66.4,B,Performer,53.82,C,Aspirant,28.81,D,Beginner,30.08,D,Beginner,75.53,A,Front Runner,29.51,D,Beginner,48.52,C,Aspirant
10784,Sema,Nathana [229],Bathinda,Punjab,47.78,C,Aspirant,62.6,B,Performer,85.16,A,Front Runner,67.64,B,Performer,50.29,C,Aspirant,27.62,D,Beginner,25.03,D,Beginner,78.74,A,Front Runner,24.22,D,Beginner,54.27,C,Aspirant
10776,Lehra Khana,Nathana [229],Bathinda,Punjab,47.34,C,Aspirant,66.17,B,Performer,70.26,B,Performer,64.22,B,Performer,55.28,C,Aspirant,29.45,D,Beginner,22.26,D,Beginner,77.06,A,Front Runner,28.2,D,Beginner,50.81,C,Aspirant
10764,Chak Fateh Singh Wala,Nathana [229],Bathinda,Punjab,47.34,C,Aspirant,63.98,B,Performer,71.8,B,Performer,56.67,C,Aspirant,56.53,C,Aspirant,46.43,C,Aspirant,22.55,D,Beginner,61.14,B,Performer,24.31,D,Beginner,52.12,C,Aspirant
235964,Chak Fateh Singh Bhai Har Joginder Singh,Nathana [229],Bathinda,Punjab,42.4,C,Aspirant,36.92,D,Beginner,82.22,A,Front Runner,56.67,C,Aspirant,56.0,C,Aspirant,40.09,C,Aspirant,14.07,D,Beginner,77.34,A,Front Runner,20.03,D,Beginner,52.63,C,Aspirant
10808,Harnam Singh Wala,Phul [230],Bathinda,Punjab,69.75,B,Performer,77.38,A,Front Runner,84.43,A,Front Runner,67.5,B,Performer,64.56,B,Performer,66.72,B,Performer,68.33,B,Performer,80.52,A,Front Runner,66.78,B,Performer,55.96,C,Aspirant
10825,Sadhana,Phul [230],Bathinda,Punjab,69.72,B,Performer,72.19,B,Performer,88.16,A,Front Runner,76.39,A,Front Runner,60.97,B,Performer,51.0,C,Aspirant,78.52,A,Front Runner,82.5,A,Front Runner,66.84,B,Performer,59.47,C,Aspirant
235936,Kothe Pipali,Phul [230],Bathinda,Punjab,67.48,B,Performer,68.17,B,Performer,83.99,A,Front Runner,84.42,A,Front Runner,52.93,C,Aspirant,55.69,C,Aspirant,60.0,B,Performer,82.35,A,Front Runner,60.63,B,Performer,67.98,B,Performer
10798,Dhipali,Phul [230],Bathinda,Punjab,67.01,B,Performer,72.17,B,Performer,76.97,A,Front Runner,67.24,B,Performer,61.51,B,Performer,59.96,C,Aspirant,69.41,B,Performer,80.9,A,Front Runner,62.7,B,Performer,56.2,C,Aspirant
10792,Burj Gill,Phul [230],Bathinda,Punjab,66.79,B,Performer,72.67,B,Performer,73.81,B,Performer,61.5,B,Performer,65.25,B,Performer,65.96,B,Performer,61.85,B,Performer,76.14,A,Front Runner,66.68,B,Performer,59.3,C,Aspirant
10803,Ghanda Bana,Phul [230],Bathinda,Punjab,66.44,B,Performer,67.65,B,Performer,76.95,A,Front Runner,74.2,B,Performer,59.9,C,Aspirant,59.63,C,Aspirant,62.78,B,Performer,80.42,A,Front Runner,68.97,B,Performer,52.52,C,Aspirant
10824,Rayia,Phul [230],Bathinda,Punjab,66.08,B,Performer,70.88,B,Performer,81.42,A,Front Runner,71.02,B,Performer,75.74,A,Front Runner,48.64,C,Aspirant,59.63,C,Aspirant,82.1,A,Front Runner,60.34,B,Performer,53.84,C,Aspirant
10810,Kaloke,Phul [230],Bathinda,Punjab,65.66,B,Performer,78.42,A,Front Runner,78.89,A,Front Runner,73.81,B,Performer,53.52,C,Aspirant,60.73,B,Performer,60.0,B,Performer,80.75,A,Front Runner,62.58,B,Performer,50.38,C,Aspirant
235940,Kothe Baba Sukhanand,Phul [230],Bathinda,Punjab,65.34,B,Performer,78.11,A,Front Runner,68.7,B,Performer,63.33,B,Performer,84.13,A,Front Runner,68.95,B,Performer,56.0,C,Aspirant,78.86,A,Front Runner,66.52,B,Performer,37.48,D,Beginner
10828,Selbrah,Phul [230],Bathinda,Punjab,65.32,B,Performer,81.76,A,Front Runner,66.99,B,Performer,51.32,C,Aspirant,64.97,B,Performer,50.21,C,Aspirant,74.05,B,Performer,79.47,A,Front Runner,66.56,B,Performer,60.3,B,Performer
277615,Kale Bagh,Phul [230],Bathinda,Punjab,64.81,B,Performer,67.92,B,Performer,89.17,A,Front Runner,64.0,B,Performer,64.0,B,Performer,67.92,B,Performer,48.57,C,Aspirant,63.48,B,Performer,64.32,B,Performer,60.39,B,Performer
235938,Gurusar Maharaj,Phul [230],Bathinda,Punjab,64.79,B,Performer,71.76,B,Performer,74.17,B,Performer,67.67,B,Performer,67.86,B,Performer,58.22,C,Aspirant,58.67,C,Aspirant,81.17,A,Front Runner,62.88,B,Performer,47.22,C,Aspirant
10797,Dhinger,Phul [230],Bathinda,Punjab,64.19,B,Performer,62.96,B,Performer,82.97,A,Front Runner,61.0,B,Performer,64.6,B,Performer,47.47,C,Aspirant,68.89,B,Performer,80.89,A,Front Runner,66.52,B,Performer,51.11,C,Aspirant
235937,Kothe Maha Singh,Phul [230],Bathinda,Punjab,63.76,B,Performer,72.47,B,Performer,71.27,B,Performer,54.0,C,Aspirant,69.61,B,Performer,58.86,C,Aspirant,55.71,C,Aspirant,79.16,A,Front Runner,58.64,C,Aspirant,58.93,C,Aspirant
10801,Dulewala,Phul [230],Bathinda,Punjab,63.28,B,Performer,65.88,B,Performer,64.32,B,Performer,66.67,B,Performer,60.65,B,Performer,57.07,C,Aspirant,64.63,B,Performer,80.92,A,Front Runner,70.78,B,Performer,44.97,C,Aspirant
10827,Sandhu Khurd,Phul [230],Bathinda,Punjab,62.46,B,Performer,69.28,B,Performer,73.24,B,Performer,52.97,C,Aspirant,58.55,C,Aspirant,60.35,B,Performer,68.33,B,Performer,80.86,A,Front Runner,62.76,B,Performer,43.95,C,Aspirant
273781,Bhai Rupa Khurd,Phul [230],Bathinda,Punjab,62.37,B,Performer,77.11,A,Front Runner,68.53,B,Performer,54.0,C,Aspirant,60.33,B,Performer,73.63,B,Performer,45.71,C,Aspirant,72.04,B,Performer,66.52,B,Performer,51.41,C,Aspirant
273780,Talwali,Phul [230],Bathinda,Punjab,62.18,B,Performer,68.41,B,Performer,71.39,B,Performer,52.39,C,Aspirant,63.08,B,Performer,55.65,C,Aspirant,55.33,C,Aspirant,78.89,A,Front Runner,65.78,B,Performer,53.91,C,Aspirant
273779,Rathadian,Phul [230],Bathinda,Punjab,60.41,B,Performer,70.77,B,Performer,70.0,B,Performer,67.5,B,Performer,51.72,C,Aspirant,57.47,C,Aspirant,38.57,D,Beginner,83.46,A,Front Runner,58.64,C,Aspirant,57.14,C,Aspirant
235939,Maluana,Phul [230],Bathinda,Punjab,59.86,C,Aspirant,63.1,B,Performer,70.0,B,Performer,34.0,D,Beginner,67.33,B,Performer,58.04,C,Aspirant,48.57,C,Aspirant,76.27,A,Front Runner,60.67,B,Performer,74.83,B,Performer
