VILLAGE_NAME,PANCHAYAT_NAME,BLOCK_NAME,DISTRICT_NAME,STATE_NAME,TOTAL_POPULATION,SC_POPULATION,ST_POPULATION,GEN_POPULATION,NO._OF_HABITATIONS,IS_PWS_AVAILABLE,JJM_STATUS,HAR_GHAR_JAL_CERTIFICATE,TOTAL_HOUSEHOLDS,TOTAL_TAP_CONNECTIONS
Harchandpura,Harchand Pura (Town),Samana,Patiala,Punjab,1145.0,230.0,0.0,915.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,210.0,210.0
Jamalpur,Jamalpur / Rain Majra,Samana,Patiala,Punjab,793.0,364.0,0.0,429.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,150.0,150.0
Kadrabad,Kadrabad,Samana,Patiala,Punjab,1758.0,602.0,0.0,1156.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,272.0,272.0
Kahangarh Bhutna,Kahangarh,Samana,Patiala,Punjab,2084.0,758.0,0.0,1326.0,6.0,Yes,Har ghar jal certified,Certificate by public health engineering department,534.0,534.0
Kakra,Kakra,Samana,Patiala,Punjab,732.0,104.0,0.0,628.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,124.0,124.0
Kakrala,Kakrala,Samana,Patiala,Punjab,7696.0,1880.0,0.0,5816.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1539.0,1539.0
Kalburshan,Kalburchhan,Samana,Patiala,Punjab,2825.0,1155.0,0.0,1670.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,397.0,397.0
Kamaspur,Kamaspur,Samana,Patiala,Punjab,645.0,57.0,0.0,588.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,131.0,131.0
Khanpur Gorian,Khanpur Garhian,Samana,Patiala,Punjab,690.0,192.0,0.0,498.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,124.0,124.0
Kheri Bheema,Kheri Bhiman,Samana,Patiala,Punjab,774.0,169.0,0.0,605.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,134.0,134.0
Kheri Fattan,Kheri Fattan,Samana,Patiala,Punjab,1038.0,280.0,0.0,758.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,183.0,183.0
Kheri Nagaian,Kheri Nagaian,Samana,Patiala,Punjab,1701.0,564.0,0.0,1137.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,344.0,344.0
Kotla Nasru,Kotla Nasru,Samana,Patiala,Punjab,226.0,19.0,0.0,207.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,47.0,47.0
Kotli,Kotli,Samana,Patiala,Punjab,975.0,316.0,0.0,659.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,163.0,163.0
Kularan,Kularan,Samana,Patiala,Punjab,7198.0,2262.0,0.0,4936.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1321.0,1321.0
Kutbanpur,Kutbanpur,Samana,Patiala,Punjab,1636.0,655.0,0.0,981.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,336.0,336.0
Lalgarh,Lalgarh,Samana,Patiala,Punjab,406.0,0.0,0.0,406.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,90.0,90.0
Lutki Majra Urf Jore Majra,Lutki Majra,Samana,Patiala,Punjab,1175.0,475.0,0.0,700.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,238.0,238.0
Mardanheri,Mardanheri,Samana,Patiala,Punjab,2105.0,450.0,0.0,1655.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,383.0,383.0
Marouri,Marori,Samana,Patiala,Punjab,3559.0,2550.0,0.0,1009.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,712.0,712.0
Mavi Kalan,Mavi Kalan,Samana,Patiala,Punjab,3410.0,1425.0,0.0,1985.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,580.0,580.0
Miyal,Miyal,Samana,Patiala,Punjab,2048.0,408.0,0.0,1640.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,417.0,417.0
Mund Khera Urf Belu Majra,Mund Khera Urf Belu Majra,Samana,Patiala,Punjab,780.0,396.0,0.0,384.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,117.0,117.0
Nagri,Nagri,Samana,Patiala,Punjab,1169.0,539.0,0.0,630.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,227.0,227.0
Namadan,Namadan,Samana,Patiala,Punjab,1021.0,466.0,0.0,555.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,175.0,175.0
Nanhera,Nanhera,Samana,Patiala,Punjab,2499.0,537.0,0.0,1962.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,500.0,500.0
Nassupur,Nasupur,Samana,Patiala,Punjab,432.0,122.0,0.0,310.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,87.0,87.0
Harchandpura,Nawan Harchandpura,Samana,Patiala,Punjab,1145.0,230.0,0.0,915.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,210.0,210.0
Prem Singh Wala Urf Premgarh,Prem Singh Wala,Samana,Patiala,Punjab,1195.0,437.0,0.0,758.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,207.0,207.0
Rajgarh,Rajgarh,Samana,Patiala,Punjab,956.0,471.0,0.0,485.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,178.0,178.0
Rajla,Rajla,Samana,Patiala,Punjab,3946.0,2160.0,0.0,1786.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,729.0,729.0
Rampur Partan,Rampur Parta,Samana,Patiala,Punjab,691.0,271.0,0.0,420.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,129.0,129.0
Rattanheri,Rattanheri,Samana,Patiala,Punjab,1296.0,264.0,0.0,1032.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,241.0,241.0
Retgarh Urf Fatehgarh,Retgarh Urf Fatehgarh,Samana,Patiala,Punjab,4129.0,552.0,0.0,3577.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,495.0,495.0
Sadh Majra Urf Nirmalkot,Sadh Majra Urf Nirmalkot,Samana,Patiala,Punjab,1020.0,687.0,0.0,333.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,190.0,190.0
Retgarh Urf Fatehgarh,Sadhugarh,Samana,Patiala,Punjab,4129.0,552.0,0.0,3577.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,495.0,495.0
Saidipur,Saidipur,Samana,Patiala,Punjab,126.0,0.0,0.0,126.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,25.0,25.0
Saparheri,Sappar Heri,Samana,Patiala,Punjab,468.0,128.0,0.0,340.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,86.0,86.0
Saparheri,Sapper Heri Channa,Samana,Patiala,Punjab,468.0,128.0,0.0,340.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,86.0,86.0
Sehajpur Kalan,Sehajpur Kalan,Samana,Patiala,Punjab,896.0,105.0,0.0,791.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,162.0,162.0
Sehajpur Khurd,Sehajpur Khurd,Samana,Patiala,Punjab,1014.0,388.0,0.0,626.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,203.0,203.0
Shahpur,Shahpur,Samana,Patiala,Punjab,2462.0,840.0,0.0,1622.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,492.0,492.0
Talwandi Malik,Talwandi Malik,Samana,Patiala,Punjab,3699.0,1182.0,0.0,2517.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,623.0,623.0
Tarkhan Majra,Tarkhan Majra,Samana,Patiala,Punjab,1378.0,246.0,0.0,1132.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,256.0,256.0
Todarpur,Todarpur,Samana,Patiala,Punjab,1015.0,305.0,0.0,710.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,203.0,203.0
Ugoke,Ugoke,Samana,Patiala,Punjab,1855.0,501.0,0.0,1354.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,339.0,339.0
Charason,Abadi Kartarpur,Sanour,Patiala,Punjab,2816.0,1458.0,0.0,1358.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,481.0,481.0
Akot,Akot,Sanour,Patiala,Punjab,856.0,343.0,0.0,513.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,162.0,162.0
Alampur,Alampur,Sanour,Patiala,Punjab,1376.0,890.0,0.0,486.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,244.0,244.0
Alipur Jattan,Alipur Jattan,Sanour,Patiala,Punjab,1523.0,663.0,0.0,860.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,264.0,264.0
Amam Nagar Urf Aliwala,Amam Nagar Urf Aliwala,Sanour,Patiala,Punjab,1225.0,525.0,0.0,700.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,245.0,245.0
Assarpur,Assarpur,Sanour,Patiala,Punjab,1409.0,310.0,0.0,1099.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,248.0,248.0
Balamgarh,Balamgarh,Sanour,Patiala,Punjab,1286.0,181.0,0.0,1105.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,255.0,255.0
Balbera,Balbehra,Sanour,Patiala,Punjab,5023.0,1379.0,0.0,3644.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,700.0,700.0
Ballan,Ballan,Sanour,Patiala,Punjab,902.0,124.0,0.0,778.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,170.0,170.0
Bathoi Kalan,Bathoi Kalan,Sanour,Patiala,Punjab,2475.0,733.0,0.0,1742.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,494.0,494.0
Bathoi Khurd,Bathoi Khurd,Sanour,Patiala,Punjab,2243.0,1268.0,0.0,975.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,418.0,418.0
Bhanra,Bhanra,Sanour,Patiala,Punjab,2631.0,699.0,0.0,1932.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,510.0,510.0
Bhanri,Bhanri,Sanour,Patiala,Punjab,1977.0,593.0,0.0,1384.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,395.0,395.0
Bhathlan,Bhathalan,Sanour,Patiala,Punjab,499.0,234.0,0.0,265.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,96.0,96.0
Bhateri,Bhatheri,Sanour,Patiala,Punjab,829.0,399.0,0.0,430.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,161.0,161.0
Bibipur,Bibipur,Sanour,Patiala,Punjab,1583.0,523.0,0.0,1060.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,275.0,275.0
Bilaspur,Bilaspur,Sanour,Patiala,Punjab,930.0,534.0,0.0,396.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,180.0,180.0
Bir Bahadurgarh,Bir Bahadurgarh,Sanour,Patiala,Punjab,1276.0,782.0,0.0,494.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,159.0,159.0
Bir Kauli,Bir Kauli,Sanour,Patiala,Punjab,300.0,106.0,0.0,194.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,48.0,48.0
Boharpur,Boharpur,Sanour,Patiala,Punjab,585.0,105.0,0.0,480.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,100.0,100.0
Bolar Kalan,Bolar Kalan,Sanour,Patiala,Punjab,2412.0,512.0,0.0,1900.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,428.0,428.0
Bolri,Bolri,Sanour,Patiala,Punjab,405.0,130.0,0.0,275.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,71.0,71.0
Bosar Kalan,Bosar Kalan,Sanour,Patiala,Punjab,1876.0,942.0,0.0,934.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,387.0,387.0
BOSAR KHURD,Bosar Kalan,Sanour,Patiala,Punjab,175.0,33.0,0.0,142.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,36.0,36.0
Budanpur,Budhanpur,Sanour,Patiala,Punjab,1621.0,656.0,0.0,965.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,289.0,289.0
Chamarheri,Chamarheri,Sanour,Patiala,Punjab,989.0,424.0,0.0,565.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,196.0,196.0
Charason,Charason,Sanour,Patiala,Punjab,2816.0,1458.0,0.0,1358.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,481.0,481.0
Chaura,Chaura,Sanour,Patiala,Punjab,5164.0,1389.0,0.0,3775.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,911.0,911.0
Chuharpur Jattan,Chuharpur Jattan,Sanour,Patiala,Punjab,504.0,195.0,0.0,309.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,73.0,73.0
Chutehra,Chutehra,Sanour,Patiala,Punjab,1396.0,456.0,0.0,940.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,281.0,281.0
Dakala,Dakala,Sanour,Patiala,Punjab,4480.0,1480.0,0.0,3000.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,883.0,883.0
Dalanpur,Dalanpur,Sanour,Patiala,Punjab,284.0,70.0,0.0,214.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,75.0,75.0
Dandoa,Dandoa,Sanour,Patiala,Punjab,1157.0,313.0,0.0,844.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,172.0,172.0
Daroula,Daroula,Sanour,Patiala,Punjab,996.0,299.0,0.0,697.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,191.0,191.0
Darouli,Darouli,Sanour,Patiala,Punjab,969.0,169.0,0.0,800.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,130.0,130.0
Daulatpur Fakiran,Daulatpur,Sanour,Patiala,Punjab,705.0,325.0,0.0,380.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,114.0,114.0
Daun Kalan,Daun Kalan,Sanour,Patiala,Punjab,3602.0,1022.0,0.0,2580.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,696.0,696.0
Daun Khurd,Daun Khurd,Sanour,Patiala,Punjab,1274.0,601.0,0.0,673.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,286.0,286.0
Deelwal,Deelwal,Sanour,Patiala,Punjab,1008.0,200.0,0.0,808.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,185.0,185.0
KHANSIAN,Dera Jagat Pur,Sanour,Patiala,Punjab,1605.0,522.0,0.0,1083.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,338.0,338.0
Devi Nagar,Devi Nagar,Sanour,Patiala,Punjab,701.0,406.0,0.0,295.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,135.0,135.0
Dhanouri,Dhanouri,Sanour,Patiala,Punjab,1937.0,452.0,0.0,1485.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,345.0,345.0
Dharamheri,Dharamheri,Sanour,Patiala,Punjab,1124.0,232.0,0.0,892.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,233.0,233.0
Dhareri Jattan,Dhareri Jattan,Sanour,Patiala,Punjab,1123.0,309.0,0.0,814.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,246.0,246.0
Dudhar,Dudhar,Sanour,Patiala,Punjab,1271.0,452.0,0.0,819.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,234.0,234.0
Dulba,Dulbha,Sanour,Patiala,Punjab,458.0,207.0,0.0,251.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,74.0,74.0
Falouli,Falouli,Sanour,Patiala,Punjab,1697.0,346.0,0.0,1351.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,310.0,310.0
Farm Bahadurgarh,Farm Bahadurgarh,Sanour,Patiala,Punjab,771.0,70.0,0.0,701.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,94.0,94.0
Fatehpur Rajputan,Fatehpur Rajputan,Sanour,Patiala,Punjab,1626.0,702.0,0.0,924.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,315.0,315.0
Fatehpur Jattan,Fathepur Jattan,Sanour,Patiala,Punjab,340.0,89.0,0.0,251.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,75.0,75.0
Ganour,Ganour,Sanour,Patiala,Punjab,598.0,220.0,0.0,378.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,96.0,96.0
Gounspur,Gaunspur,Sanour,Patiala,Punjab,338.0,0.0,0.0,338.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,78.0,78.0
Ghalori,Ghalori,Sanour,Patiala,Punjab,1020.0,237.0,0.0,783.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,150.0,150.0
Gheora,Gheora,Sanour,Patiala,Punjab,1563.0,878.0,0.0,685.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,333.0,333.0
Gobindpur Urf Suniarheri,GOBINDPUR URF SANIARHERI,Sanour,Patiala,Punjab,194.0,9.0,0.0,185.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,36.0,36.0
Haji Majra,Haji Majra,Sanour,Patiala,Punjab,484.0,185.0,0.0,299.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,109.0,109.0
Hamayunpur,Hamayunpur,Sanour,Patiala,Punjab,6.0,0.0,0.0,6.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,3.0,3.0
Kasba Rurki,Hargobind Colony,Sanour,Patiala,Punjab,9403.0,3432.0,0.0,5971.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1818.0,1818.0
Hari Nagar Urf Kherki,Hari Nagar Urf Kherki,Sanour,Patiala,Punjab,1827.0,695.0,0.0,1132.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,322.0,322.0
Hashampur,Hashampur,Sanour,Patiala,Punjab,157.0,23.0,0.0,134.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,36.0,36.0
Hussainpur Jolla,Hussainpur Jolla,Sanour,Patiala,Punjab,754.0,447.0,0.0,307.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,147.0,147.0
Jaffarnagar/ Sadiwal,Jafar Nagar Sadiwal,Sanour,Patiala,Punjab,495.0,99.0,0.0,396.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,98.0,98.0
Jafarpur,Jafarpur,Sanour,Patiala,Punjab,1014.0,466.0,0.0,548.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,179.0,179.0
Jalal Khera,Jalal Khera,Sanour,Patiala,Punjab,487.0,452.0,0.0,35.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,101.0,101.0
Jalalpur,Jalalpur,Sanour,Patiala,Punjab,2296.0,676.0,0.0,1620.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,436.0,436.0
Janherian,Janherian,Sanour,Patiala,Punjab,1147.0,55.0,0.0,1092.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,226.0,226.0
Jhandi,Jhandi,Sanour,Patiala,Punjab,1834.0,748.0,0.0,1086.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,366.0,366.0
Jogipur,Jogipur,Sanour,Patiala,Punjab,1755.0,628.0,0.0,1127.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,333.0,333.0
Kakepur,Kakepur,Sanour,Patiala,Punjab,488.0,149.0,0.0,339.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,86.0,86.0
Pakki Kui,Kakepur,Sanour,Patiala,Punjab,18.0,0.0,0.0,18.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,5.0,5.0
Kalar Bhaini,Kalar Bhaini,Sanour,Patiala,Punjab,1871.0,546.0,0.0,1325.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,348.0,348.0
